CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11467,MR.,ARTURO,ZHENG,10-07-1969,M,M,arturo21@adventure-works.com,"1,70,000",1,Graduate Degree,Management,Y
11644,MR.,CHARLES,TORRES,10-07-1969,S,M,charles52@adventure-works.com,"40,000",2,Bachelors,Skilled Manual,Y
20661,MRS.,TAYLOR,DIAZ,10-07-1969,M,F,taylor46@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
22247,MR.,RYAN,WILLIAMS,10-07-1969,M,M,ryan41@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
26316,MRS.,STEPHANIE,HUGHES,10-07-1969,S,F,stephanie38@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
26950,MR.,DOMINIC,SURI,10-07-1969,M,M,dominic1@adventure-works.com,"10,000",2,High School,Manual,Y
11800,MRS.,JENNIFER,BAKER,11-07-1969,M,F,jennifer19@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
22912,MRS.,MALLORY,MORENO,12-07-1969,S,F,mallory14@adventure-works.com,"1,10,000",1,Graduate Degree,Management,Y
23855,MR.,CARLOS,WATSON,02-08-1969,M,M,carlos2@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
15471,MRS.,DESTINY,WHITE,03-08-1969,S,F,destiny12@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
16565,MR.,COREY,ANAND,04-08-1969,M,M,corey19@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
24368,MRS.,EBONY,PRASAD,04-08-1969,S,F,ebony9@adventure-works.com,"1,20,000",1,Graduate Degree,Management,N
26531,MR.,JEREMY,REED,04-08-1969,M,M,jeremy46@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
27275,MR.,AIDAN,POWELL,04-08-1969,M,M,aidan9@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
11679,MR.,DALTON,RICHARDSON,05-08-1969,M,M,dalton80@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
17572,MR.,LUCAS,EDWARDS,05-08-1969,S,M,lucas11@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
28703,MS.,FELICIA,SUAREZ,05-08-1969,M,F,felicia18@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
11828,MRS.,KATHERINE,MARTINEZ,06-08-1969,M,F,katherine88@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
15673,MR.,JON,GOEL,06-08-1969,S,M,jon16@adventure-works.com,"20,000",0,Partial College,Manual,N
15678,MS.,SUSAN,ZHOU,06-08-1969,M,F,susan18@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
18563,MR.,EVAN,SANCHEZ,06-08-1969,M,M,evan19@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
18581,MRS.,MELINDA,DOMINGUEZ,06-08-1969,S,F,melinda8@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
25599,MR.,AARON,RUSSELL,06-08-1969,S,M,aaron19@adventure-works.com,"10,000",2,High School,Manual,Y
15674,MR.,TOMMY,RAHEEM,07-08-1969,S,M,tommy14@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
17964,MR.,DARREN,SURI,08-08-1969,M,M,darren2@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
21943,MRS.,CINDY,MEHTA,08-08-1969,S,F,cindy14@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
14602,MRS.,KAYLEE,KELLY,09-08-1969,M,F,kaylee1@adventure-works.com,"80,000",3,Graduate Degree,Professional,Y
27265,MRS.,ISABELLA,THOMAS,09-08-1969,S,F,isabella66@adventure-works.com,"60,000",2,Bachelors,Skilled Manual,N
28524,MS.,PAULA,GILL,09-08-1969,M,F,paula16@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
11892,MR.,JULIO,ORTEGA,10-08-1969,M,M,julio23@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
11403,MS.,NANCY,SCHMIDT,01-09-1969,S,F,nancy13@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
16956,MR.,AUSTIN,FLORES,01-09-1969,M,M,austin8@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
28523,MR.,CHARLES,JAMES,01-09-1969,S,M,charles46@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
11893,MR.,ORLANDO,CARLSON,02-09-1969,M,M,orlando18@adventure-works.com,"90,000",2,Graduate Degree,Management,Y
13869,MRS.,ANNA,MORGAN,02-09-1969,M,F,anna8@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
13904,MRS.,NATALIE,THOMPSON,03-09-1969,M,F,natalie83@adventure-works.com,"80,000",2,Graduate Degree,Professional,Y
15088,MS.,COLLEEN,CAI,03-09-1969,S,F,colleen22@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
14672,MR.,OMAR,NATH,04-09-1969,S,M,omar39@adventure-works.com,"1,10,000",1,Graduate Degree,Management,Y
15070,MR.,ALFREDO,NAVARRO,04-09-1969,S,M,alfredo11@adventure-works.com,"10,000",2,High School,Manual,Y
23882,MRS.,ALEXIA,BUTLER,04-09-1969,S,F,alexia12@adventure-works.com,"80,000",3,Graduate Degree,Professional,Y
13952,MR.,FRANKLIN,YE,07-09-1969,M,M,franklin9@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
17045,MR.,DEREK,GOEL,07-09-1969,S,M,derek17@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
16099,MR.,JULIAN,JENKINS,08-09-1969,M,M,julian8@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
27128,MS.,HEATHER,CAI,08-09-1969,S,F,heather20@adventure-works.com,"40,000",0,Graduate Degree,Clerical,N
11398,MR.,COLIN,NATH,09-09-1969,S,M,colin41@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
15487,MR.,JESSE,RAMIREZ,09-09-1969,S,M,jesse7@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
21947,MRS.,DIANE,ROMERO,10-09-1969,M,F,diane14@adventure-works.com,"90,000",2,Bachelors,Professional,Y
11904,MRS.,KAYLEE,COOK,11-09-1969,S,F,kaylee18@adventure-works.com,"1,10,000",1,Graduate Degree,Management,Y
15080,MS.,EVELYN,CHANDRA,11-09-1969,M,F,evelyn2@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
17055,MR.,WILLIE,SHE,11-09-1969,S,M,willie20@adventure-works.com,"1,10,000",1,Graduate Degree,Management,Y
17278,MRS.,ISABELLA,PRICE,11-09-1969,M,F,isabella11@adventure-works.com,"90,000",2,Bachelors,Professional,Y
22621,MR.,XAVIER,DAVIS,12-09-1969,M,M,xavier5@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
12933,MR.,JONATHAN,HALL,02-10-1969,M,M,jonathan52@adventure-works.com,"70,000",5,Graduate Degree,Professional,N
13547,MRS.,MICHELE,JIMENEZ,02-10-1969,S,F,michele40@adventure-works.com,"10,000",2,High School,Manual,Y
14666,MR.,LOUIS,GAO,02-10-1969,M,M,louis9@adventure-works.com,"90,000",1,Graduate Degree,Management,N
18692,MR.,PRESTON,MEHTA,02-10-1969,M,M,preston13@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
24367,MR.,ROSS,SARA,02-10-1969,S,M,ross10@adventure-works.com,"1,20,000",1,Graduate Degree,Management,N
12622,MR.,MICHEAL,RUBIO,04-10-1969,M,M,micheal17@adventure-works.com,"40,000",0,Graduate Degree,Skilled Manual,Y
15515,MR.,CARLOS,WRIGHT,04-10-1969,M,M,carlos49@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
16155,MRS.,JOAN,JENKINS,04-10-1969,M,F,joan6@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
17963,MS.,NATALIE,COLLINS,06-10-1969,S,F,natalie46@adventure-works.com,"30,000",0,Bachelors,Clerical,N
22438,MR.,CASEY,JIMÉNEZ,06-10-1969,S,M,casey29@adventure-works.com,"20,000",0,Partial College,Manual,N
25745,MS.,MAYRA,ARUN,06-10-1969,S,F,mayra6@adventure-works.com,"20,000",0,Partial College,Manual,N
29179,MRS.,PATRICIA,MEHTA,06-10-1969,M,F,patricia17@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
18242,MRS.,CHRISTINE,PAL,07-10-1969,M,F,christine7@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
20856,MS.,TIFFANY,HU,07-10-1969,S,F,tiffany21@adventure-works.com,"20,000",0,Partial College,Manual,N
23409,MR.,BRAD,RAJI,07-10-1969,S,M,brad22@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
12283,,TODD,ZENG,08-10-1969,S,NA,todd19@adventure-works.com,"20,000",0,Partial College,Manual,Y
12705,MR.,ANDRE,GARCIA,08-10-1969,M,M,andre15@adventure-works.com,"1,50,000",0,Bachelors,Management,Y
15078,MR.,JACOB,WILSON,08-10-1969,S,M,jacob7@adventure-works.com,"30,000",0,Bachelors,Clerical,N
17603,MRS.,ANNA,PATTERSON,08-10-1969,M,F,anna35@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
12905,MRS.,ALEXANDRA,SANCHEZ,09-10-1969,M,F,alexandra2@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
16567,MR.,ERICK,LOPEZ,09-10-1969,S,M,erick16@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
24040,MS.,JENNIFER,BELL,09-10-1969,S,F,jennifer59@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
13896,MRS.,HAILEY,MITCHELL,10-10-1969,S,F,hailey52@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
14601,MR.,NICOLAS,RAI,10-10-1969,M,M,nicolas16@adventure-works.com,"80,000",2,Graduate Degree,Professional,Y
18580,MRS.,EMMA,ANDERSON,10-10-1969,M,F,emma9@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
22448,MS.,CINDY,WEBER,10-10-1969,S,F,cindy4@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
12928,MRS.,CAROL,WRIGHT,11-10-1969,M,F,carol15@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
12932,MR.,TYLER,JOHNSON,11-10-1969,M,M,tyler4@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
21033,MR.,PRESTON,SUBRAM,11-10-1969,S,M,preston12@adventure-works.com,"30,000",0,Bachelors,Clerical,N
23187,MR.,ANDY,MUNOZ,11-10-1969,M,M,andy11@adventure-works.com,"70,000",5,Graduate Degree,Professional,N
24209,MS.,CHELSEA,JORDAN,11-10-1969,M,F,chelsea1@adventure-works.com,"60,000",0,Graduate Degree,Skilled Manual,Y
15511,MRS.,HALEY,KELLY,02-11-1969,M,F,haley18@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
22619,MS.,ROBIN,HERNANDEZ,02-11-1969,S,F,robin1@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,N
25742,MRS.,TAMARA,HE,02-11-1969,S,F,tamara8@adventure-works.com,"10,000",2,High School,Manual,Y
24822,MRS.,PAIGE,COOK,03-11-1969,M,F,paige46@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
26666,MRS.,ASHLEE,BECK,03-11-1969,S,F,ashlee4@adventure-works.com,"1,10,000",1,Graduate Degree,Management,N
27095,MR.,SPENCER,FLORES,04-11-1969,M,M,spencer14@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
14575,MRS.,RACHEL,LEE,05-11-1969,M,F,rachel25@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
22245,MR.,EVAN,LOPEZ,05-11-1969,S,M,evan37@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
28514,MRS.,LISA,CHEN,06-11-1969,S,F,lisa5@adventure-works.com,"10,000",2,High School,Manual,N
13876,MR.,SEBASTIAN,MURPHY,08-11-1969,M,M,sebastian15@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
15477,MR.,JOSE,ADAMS,08-11-1969,S,M,jose51@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
15677,MS.,ALYSSA,BRADLEY,08-11-1969,M,F,alyssa31@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
25748,MRS.,KAYLA,BUTLER,08-11-1969,S,F,kayla38@adventure-works.com,"30,000",1,Bachelors,Clerical,N
29190,MRS.,KAITLIN,SURI,08-11-1969,S,F,kaitlin0@adventure-works.com,"1,20,000",1,Graduate Degree,Management,N
16156,MR.,JAVIER,HERNANDEZ,09-11-1969,M,M,javier0@adventure-works.com,"90,000",1,Graduate Degree,Management,Y
13898,MR.,RICHARD,BAKER,10-11-1969,S,M,richard27@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
19298,MS.,PRISCILLA,ANDERSEN,10-11-1969,S,F,priscilla11@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
21167,MRS.,KARA,BECKER,10-11-1969,S,F,kara18@adventure-works.com,"90,000",2,Graduate Degree,Management,N
24817,MRS.,VICTORIA,RICHARDSON,10-11-1969,M,F,victoria36@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
27126,MR.,DEREK,SHARMA,10-11-1969,S,M,derek8@adventure-works.com,"40,000",0,Graduate Degree,Clerical,N
22614,MR.,TOMMY,SHAN,11-11-1969,S,M,tommy7@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
27123,MS.,JACLYN,XIE,11-11-1969,S,F,jaclyn26@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
11798,MR.,BRENDAN,CHANDE,02-12-1969,M,M,brendan13@adventure-works.com,"40,000",2,Bachelors,Skilled Manual,Y
12901,MR.,ROBERT,ADAMS,02-12-1969,M,M,robert57@adventure-works.com,"50,000",2,Bachelors,Skilled Manual,Y
28659,MRS.,VANESSA,SIMMONS,03-12-1969,S,F,vanessa16@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
11808,MR.,JAMES,PARKER,04-12-1969,M,M,james57@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
21948,MRS.,ANN,MADAN,04-12-1969,M,F,ann13@adventure-works.com,"1,00,000",1,Graduate Degree,Management,Y
12987,MRS.,FELICIA,MORENO,05-12-1969,M,F,felicia5@adventure-works.com,"90,000",1,Graduate Degree,Management,N
24204,MR.,DARREN,GONZALEZ,07-12-1969,S,M,darren19@adventure-works.com,"30,000",0,Bachelors,Clerical,N
15518,MR.,RICHARD,BRYANT,09-12-1969,M,M,richard73@adventure-works.com,"80,000",3,Graduate Degree,Professional,Y
24203,MR.,KEITH,XIE,09-12-1969,S,M,keith5@adventure-works.com,"30,000",0,Bachelors,Clerical,N
12616,MS.,KELSEY,TANG,10-12-1969,S,F,kelsey3@adventure-works.com,"20,000",0,Partial College,Manual,N
19299,MS.,CARRIE,BROWNING,10-12-1969,M,F,carrie14@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,Y
20862,MR.,MARSHALL,SUTTON,10-12-1969,M,M,marshall25@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
24820,MR.,DAVID,CLARK,10-12-1969,M,M,david82@adventure-works.com,"70,000",5,Graduate Degree,Professional,Y
12934,MR.,JASON,FOSTER,11-12-1969,S,M,jason13@adventure-works.com,"80,000",3,Graduate Degree,Professional,Y
14159,MR.,JAY,MALHOTRA,11-12-1969,S,M,jay11@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
12621,MR.,BARRY,MARTINEZ,12-12-1969,M,M,barry18@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
17965,MR.,WARREN,CHANDER,12-12-1969,M,M,warren5@adventure-works.com,"40,000",0,Graduate Degree,Clerical,Y
21599,MRS.,SARA,LOPEZ,12-12-1969,M,F,sara48@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
25120,MRS.,HEIDI,RODRIGUEZ,12-12-1969,S,F,heidi22@adventure-works.com,"1,10,000",1,Graduate Degree,Management,N
26305,MRS.,JULIA,ROGERS,12-12-1969,S,F,julia49@adventure-works.com,"60,000",2,Bachelors,Skilled Manual,N
27277,MR.,JEREMY,WOOD,12-12-1969,M,M,jeremy23@adventure-works.com,"60,000",1,Graduate Degree,Professional,N
27298,MRS.,JENNIFER,COLEMAN,12-12-1969,S,F,jennifer80@adventure-works.com,"60,000",2,Graduate Degree,Professional,N
28067,MRS.,OLIVIA,BENNETT,12-12-1969,M,F,olivia48@adventure-works.com,"80,000",3,Graduate Degree,Professional,Y
25830,MR.,LOUIS,NATH,03-01-1970,M,M,louis34@adventure-works.com,"1,20,000",0,Partial High School,Professional,Y
19194,MR.,CESAR,GARCIA,04-01-1970,S,M,cesar14@adventure-works.com,"40,000",2,Partial College,Clerical,Y
20063,MRS.,KRISTY,ORTEGA,06-01-1970,S,F,kristy20@adventure-works.com,"40,000",2,Partial College,Clerical,Y
23871,MRS.,BAILEY,RICHARDSON,06-01-1970,S,F,bailey7@adventure-works.com,"70,000",3,Graduate Degree,Professional,N
25387,MRS.,STEPHANIE,BROOKS,06-01-1970,S,F,stephanie25@adventure-works.com,"60,000",1,Graduate Degree,Professional,N
28756,MRS.,STACEY,HEE,06-01-1970,S,F,stacey20@adventure-works.com,"40,000",2,Partial College,Clerical,Y
22434,MR.,BILLY,SCHMIDT,09-01-1970,S,M,billy20@adventure-works.com,"20,000",0,Partial College,Manual,N
27368,MS.,BRANDY,GONZALEZ,09-01-1970,M,F,brandy15@adventure-works.com,"1,00,000",0,Partial High School,Professional,N
27083,MR.,KEVIN,PERRY,02-02-1970,M,M,kevin10@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
12917,MRS.,VANESSA,RUSSELL,03-02-1970,M,F,vanessa20@adventure-works.com,"70,000",4,Graduate Degree,Professional,Y
20629,MS.,BONNIE,RAJE,03-02-1970,M,F,bonnie20@adventure-works.com,"1,20,000",0,Partial High School,Professional,Y
26954,MR.,GERALD,TORRES,03-02-1970,S,M,gerald20@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
27103,MRS.,CHLOE,BROOKS,03-02-1970,S,F,chloe63@adventure-works.com,"70,000",3,Graduate Degree,Professional,Y
13644,MS.,KRISTI,DOMINGUEZ,04-02-1970,M,F,kristi8@adventure-works.com,"1,00,000",0,Partial High School,Professional,Y
20627,MS.,THERESA,NAVARRO,04-02-1970,M,F,theresa7@adventure-works.com,"1,10,000",0,High School,Management,Y
15735,MS.,LORI,BLANCO,05-02-1970,M,F,lori16@adventure-works.com,"1,00,000",0,Partial High School,Professional,Y
21570,MR.,BARRY,KOVÁR,07-02-1970,M,M,barry4@adventure-works.com,"1,00,000",0,High School,Management,Y
22241,MRS.,ALEXANDRIA,WASHINGTON,07-02-1970,M,F,alexandria13@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
26304,MRS.,ANNA,LEWIS,07-02-1970,M,F,anna59@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
15467,MR.,CALEB,SHAN,08-02-1970,M,M,caleb27@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
12995,MR.,GRANT,NARA,09-02-1970,M,M,grant18@adventure-works.com,"80,000",5,Graduate Degree,Management,Y
16969,MR.,JACKSON,TURNER,09-02-1970,M,M,jackson35@adventure-works.com,"80,000",2,Graduate Degree,Professional,Y
13698,MRS.,CATHERINE,SANCHEZ,10-02-1970,S,F,catherine21@adventure-works.com,"40,000",2,Partial College,Clerical,Y
14560,MR.,KELVIN,HUANG,10-02-1970,M,M,kelvin25@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
16951,MRS.,CASSIDY,BENNETT,10-02-1970,M,F,cassidy1@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
24788,MRS.,ASHLEY,BENNETT,10-02-1970,M,F,ashley27@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
27085,MR.,CHRISTIAN,WILSON,10-02-1970,M,M,christian37@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
17955,MR.,RONNIE,ZHAO,11-02-1970,S,M,ronnie8@adventure-works.com,"20,000",0,Partial College,Manual,Y
11493,MRS.,DAWN,WU,12-02-1970,S,F,dawn8@adventure-works.com,"40,000",2,Partial College,Clerical,Y
14582,MR.,MARCUS,REED,02-03-1970,M,M,marcus95@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
26952,MS.,MIRCEA,SINGER,02-03-1970,M,F,mircea0@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
27084,MR.,FERNANDO,RUSSELL,03-03-1970,M,M,fernando61@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,N
11640,MRS.,CHLOE,WILSON,05-03-1970,M,F,chloe40@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
26327,MR.,JACK,JAI,05-03-1970,M,M,jack33@adventure-works.com,"70,000",4,Graduate Degree,Professional,Y
24921,MR.,CURTIS,HE,06-03-1970,S,M,curtis15@adventure-works.com,"1,20,000",0,Partial High School,Professional,N
27080,MR.,NATHAN,CAMPBELL,06-03-1970,M,M,nathan36@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
11898,MRS.,ANGELA,HENDERSON,07-03-1970,M,F,angela7@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
25594,MS.,CINDY,MALHOTRA,07-03-1970,M,F,cindy5@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
28962,MR.,STANLEY,LOPEZ,07-03-1970,S,M,stanley18@adventure-works.com,"1,00,000",0,High School,Management,N
17282,MRS.,ALYSSA,ALEXANDER,08-03-1970,M,F,alyssa64@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
25595,MR.,LARRY,ROWE,08-03-1970,S,M,larry3@adventure-works.com,"30,000",0,Bachelors,Clerical,N
12613,MR.,JOEL,PRASAD,09-03-1970,M,M,joel8@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
17255,MS.,CARLY,NATH,09-03-1970,M,F,carly16@adventure-works.com,"1,00,000",0,Partial High School,Professional,Y
23172,MRS.,ALEXANDRA,THOMAS,09-03-1970,M,F,alexandra74@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
25828,MR.,RONALD,MADAN,09-03-1970,M,M,ronald9@adventure-works.com,"1,00,000",0,Partial High School,Professional,Y
27099,MR.,ZACHARY,WILLIAMS,10-03-1970,M,M,zachary32@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
27104,MR.,RANDY,ZHU,10-03-1970,M,M,randy16@adventure-works.com,"70,000",4,Graduate Degree,Professional,Y
21024,MRS.,LORI,JIMENEZ,01-04-1970,S,F,lori8@adventure-works.com,"10,000",1,High School,Manual,N
27086,MRS.,LAUREN,HOWARD,01-04-1970,M,F,lauren12@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
14668,MR.,JOE,MARTIN,03-04-1970,M,M,joe24@adventure-works.com,"80,000",4,Graduate Degree,Management,Y
17591,MR.,SPENCER,HUGHES,03-04-1970,M,M,spencer13@adventure-works.com,"70,000",4,Graduate Degree,Professional,Y
20653,MRS.,JESSICA,WHITE,03-04-1970,M,F,jessica60@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
22607,MS.,WHITNEY,GONZALEZ,03-04-1970,S,F,whitney17@adventure-works.com,"20,000",0,Partial College,Manual,N
16947,MRS.,SAVANNAH,STEWART,04-04-1970,M,F,savannah24@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
24923,MS.,EBONY,SARA,04-04-1970,M,F,ebony10@adventure-works.com,"1,20,000",0,Partial High School,Professional,N
16203,MR.,WARREN,RAJE,05-04-1970,S,M,warren3@adventure-works.com,"40,000",2,Partial College,Clerical,Y
14238,MR.,JAY,GONZALEZ,06-04-1970,M,M,jay25@adventure-works.com,"1,20,000",0,Partial High School,Professional,Y
11662,MR.,ETHAN,KUMAR,07-04-1970,S,M,ethan24@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
14720,MRS.,NAOMI,DOMINGUEZ,07-04-1970,S,F,naomi13@adventure-works.com,"40,000",3,Partial College,Clerical,Y
15072,MS.,WHITNEY,SUBRAM,07-04-1970,S,F,whitney12@adventure-works.com,"30,000",0,Bachelors,Clerical,Y
17761,MR.,KRISTOPHER,SAI,08-04-1970,M,M,kristopher6@adventure-works.com,"30,000",0,Bachelors,Clerical,N
19196,MRS.,APRIL,SHE,09-04-1970,S,F,april0@adventure-works.com,"40,000",2,Partial College,Clerical,Y
22603,MRS.,AUTUMN,HE,09-04-1970,S,F,autumn18@adventure-works.com,"10,000",2,High School,Manual,Y
23663,MR.,NEIL,DOMINGUEZ,09-04-1970,M,M,neil12@adventure-works.com,"1,00,000",0,Partial High School,Professional,Y
16953,MRS.,PAIGE,WARD,10-04-1970,M,F,paige36@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
18552,MRS.,KELSEY,GOEL,10-04-1970,M,F,kelsey18@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
20793,MR.,GARY,MARTIN,10-04-1970,S,M,gary10@adventure-works.com,"10,000",0,Graduate Degree,Manual,Y
27262,MRS.,COURTNEY,HILL,10-04-1970,M,F,courtney10@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
28850,MR.,NELSON,HERNANDEZ,11-04-1970,S,M,nelson4@adventure-works.com,"60,000",1,Graduate Degree,Professional,N
23664,MS.,SANDRA,GUO,12-04-1970,S,F,sandra25@adventure-works.com,"1,10,000",0,High School,Management,N
24195,MRS.,DAWN,ZHAO,12-04-1970,M,F,dawn12@adventure-works.com,"10,000",2,High School,Manual,Y
20001,MRS.,JORDAN,HILL,01-05-1970,S,F,jordan41@adventure-works.com,"60,000",2,Graduate Degree,Professional,Y
22239,MR.,JESSE,COOK,01-05-1970,M,M,jesse22@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
12408,MR.,JON,LU,02-05-1970,S,M,jon31@adventure-works.com,"50,000",0,Graduate Degree,Skilled Manual,N
15067,MRS.,DANA,ALVAREZ,02-05-1970,S,F,dana20@adventure-works.com,"10,000",2,High School,Manual,Y
20655,MR.,EDWARD,BUTLER,02-05-1970,M,M,edward63@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
15066,MRS.,DIANA,MUNOZ,03-05-1970,M,F,diana6@adventure-works.com,"10,000",1,High School,Manual,Y
22236,MR.,JOSE,GONZALEZ,03-05-1970,M,M,jose44@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
22605,MR.,DERRICK,SCHMIDT,03-05-1970,S,M,derrick18@adventure-works.com,"20,000",0,Partial College,Manual,N
23152,MRS.,MICHELLE,HOWARD,03-05-1970,M,F,michelle12@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
23775,MR.,CEDRIC,SHAN,03-05-1970,S,M,cedric31@adventure-works.com,"40,000",2,Partial College,Clerical,Y
25326,MR.,HUNTER,SCOTT,03-05-1970,M,M,hunter41@adventure-works.com,"40,000",2,Partial College,Clerical,Y
27101,MR.,EDUARDO,BELL,03-05-1970,S,M,eduardo81@adventure-works.com,"60,000",1,Graduate Degree,Professional,Y
27260,MRS.,CANDICE,MA,03-05-1970,M,F,candice22@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
18551,MRS.,CHLOE,HALL,04-05-1970,M,F,chloe21@adventure-works.com,"50,000",1,Bachelors,Skilled Manual,Y
22237,MR.,ANGEL,MORRIS,04-05-1970,M,M,angel17@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
25385,MRS.,DESTINY,TORRES,04-05-1970,M,F,destiny39@adventure-works.com,"40,000",1,Bachelors,Skilled Manual,Y
